held_out_region,method,r2_mean,r2_std,rmse_mean,rmse_std,n_query
Clim-0,ridge,0.03663279136254425,0.0008212974637650856,31.233706530159235,0.0222843726548436,2926
Clim-0,mlp,0.08304200510523554,0.04179225749352426,30.465979439719565,0.6986901563918101,2926
Clim-0,ridge_support_only,-0.018131077372834793,0.17699420343979005,32.02122659032443,2.669584900986595,2926
Clim-0,ridge_refit,0.036912919348117336,0.0007859934373378119,31.229165666443656,0.02255288072207771,2926
Clim-0,mlp_finetune,0.09797291831346795,0.027515090728041536,30.22023148376071,0.4627875344154682,2926
Clim-0,ccpa_no_climate,0.07349007072041629,0.011256254957790375,30.629965133667888,0.1901337620422544,2926
Clim-0,ccpa,0.10177378257818999,0.03823448267224591,30.153912042606436,0.652169663945397,2926
Clim-1,ridge,-0.16907178286538865,0.001459484912931182,31.893157224816303,0.054267284482287785,2375
Clim-1,mlp,0.1878698567801304,0.07543041081142422,26.56079404583,1.2147800431807125,2375
Clim-1,ridge_support_only,-0.08444826995365466,0.16597883762745547,30.643048193339677,2.3181355690742413,2375
Clim-1,ridge_refit,-0.1652893160540477,0.0031125595486941196,31.84152106246028,0.07582285984089825,2375
Clim-1,mlp_finetune,0.23366740801030444,0.022841603820957762,25.81925016942492,0.36903558597656944,2375
Clim-1,ccpa_no_climate,-0.04307018222359171,0.08421422629600567,30.104670808898383,1.2196962196569172,2375
Clim-1,ccpa,0.034716641753292456,0.040523151475152695,28.97457517007256,0.5724863043159514,2375
Clim-2,ridge,-0.057024483362440745,0.0018015466573043574,35.29777525963406,0.11597103555053777,1054
Clim-2,mlp,-0.2933319566076659,0.044640580288416984,39.03900719562246,0.6218075630292474,1054
Clim-2,ridge_support_only,-0.0281988192529558,0.029149154064232824,34.811235322406944,0.5757392093080134,1054
Clim-2,ridge_refit,-0.05676233427094211,0.0019994713123124095,35.29341157314536,0.12274808328631727,1054
Clim-2,mlp_finetune,-0.1744360507739507,0.07041023399275932,37.193912882197495,1.158428697702648,1054
Clim-2,ccpa_no_climate,-0.27678139381595196,0.07637607603051139,38.78198595231866,1.2747685015358445,1054
Clim-2,ccpa,-0.22536448708188614,0.12383313161836652,37.968278888526605,2.0006772124865178,1054
Clim-3,ridge,-0.331439659059067,0.015853194324708324,35.88874916286213,0.27884680272891543,587
Clim-3,mlp,0.13581889780664053,0.1479237960359179,28.83021981675184,2.397720467619085,587
Clim-3,ridge_support_only,-0.023552085846185622,0.12209994569690505,31.42197950585849,1.8875796383192582,587
Clim-3,ridge_refit,-0.3241278656046545,0.02177615863686829,35.789707561273325,0.3564538242136762,587
Clim-3,mlp_finetune,0.2086163914625236,0.02648236225523699,27.66484082454458,0.36902681863342573,587
Clim-3,ccpa_no_climate,-0.06879875044543464,0.15125250386313807,32.098543489518455,2.254949638603761,587
Clim-3,ccpa,-0.017141293996821915,0.02847460549811732,31.366595030168106,0.5059259273677886,587
Clim-4,ridge,-0.23036884036814023,0.00230874725851675,49.43229793504899,0.27008240594846133,519
Clim-4,mlp,0.13001295295475823,0.03280546002458772,41.56161840153162,0.8388515165429289,519
Clim-4,ridge_support_only,0.02060947957990038,0.04609315016214746,44.09347405011837,1.0328578813252463,519
Clim-4,ridge_refit,-0.21892188222134915,0.003757028813303878,49.2019383009607,0.3088513624990115,519
Clim-4,mlp_finetune,0.15931066917518308,0.05491155591818619,40.84364929039591,1.3261516421259951,519
Clim-4,ccpa_no_climate,0.015369126656252785,0.07406636952219232,44.19658318736839,1.7093414728866838,519
Clim-4,ccpa,0.09958456366202309,0.026541323326077813,42.284072828261856,0.6643038162937401,519
Clim-5,ridge,-0.17075188752358167,0.03051921573310559,39.58392100352689,0.6345162413593597,347
Clim-5,mlp,-0.21129792202986936,0.0457141934579797,40.267563125181816,1.184360737181952,347
Clim-5,ridge_support_only,-0.018953724263716464,0.031370496298996665,36.93083780371329,0.8422323228860601,347
Clim-5,ridge_refit,-0.1639444468177929,0.035518831430161525,39.46741888821263,0.6915123941377834,347
