seed,held_out_region,method,r2,rmse,n_query
0,Clim-0,ridge,0.2833642916999426,26.93652278415746,2926
0,Clim-0,mlp,0.333926780409995,25.968884596562717,2926
0,Clim-0,ridge_support_only,0.2827661127592178,26.94776245552264,2926
0,Clim-0,ridge_refit,0.2857994596704184,26.890717938358254,2926
0,Clim-0,mlp_finetune,0.4187373816659562,24.259313511145074,2926
0,Clim-0,ccpa_no_climate,0.37315113114482346,25.19264305638037,2926
0,Clim-0,ccpa,0.3885118145492732,24.882060707871577,2926
0,Clim-1,ridge,0.2194019776162205,26.04792146604369,2375
0,Clim-1,mlp,0.5708399639725052,19.313855908740383,2375
0,Clim-1,ridge_support_only,-0.4627254378740897,35.656668019569395,2375
0,Clim-1,ridge_refit,0.22262130579190642,25.994152788685717,2375
0,Clim-1,mlp_finetune,0.5851006552655045,18.9902518732442,2375
0,Clim-1,ccpa_no_climate,0.36590289492742567,23.476710022343642,2375
0,Clim-1,ccpa,0.46688295910230415,21.526361679713954,2375
0,Clim-2,ridge,0.028478438418353624,33.969991187984945,1054
0,Clim-2,mlp,0.11918491642731355,32.3453298232199,1054
0,Clim-2,ridge_support_only,-3.113551166743674,69.90007862485992,1054
0,Clim-2,ridge_refit,0.03507764031072069,33.85442153800865,1054
0,Clim-2,mlp_finetune,0.18769169443974976,31.062017446009385,1054
0,Clim-2,ccpa_no_climate,-0.07251503522773861,35.69200186199236,1054
0,Clim-2,ccpa,-0.00010186353973251627,34.46603547352105,1054
0,Clim-3,ridge,0.18622151194108416,28.063535685072832,587
0,Clim-3,mlp,0.545824458298455,20.9653035639119,587
0,Clim-3,ridge_support_only,0.01589101668915016,30.861063045888752,587
0,Clim-3,ridge_refit,0.1861351888414564,28.06502409204239,587
0,Clim-3,mlp_finetune,0.5560582868524648,20.72775470329913,587
0,Clim-3,ccpa_no_climate,0.2257965981818445,27.372648546740944,587
0,Clim-3,ccpa,0.1782193581619591,28.201177171348483,587
0,Clim-4,ridge,-0.022548789588531237,44.86767930895055,519
0,Clim-4,mlp,0.22478832046010255,39.0662514661818,519
0,Clim-4,ridge_support_only,-2.3343773737117557,81.02125439059759,519
0,Clim-4,ridge_refit,-0.007870742935866204,44.544491627286305,519
0,Clim-4,mlp_finetune,0.28533539725212875,37.5096251133338,519
0,Clim-4,ccpa_no_climate,0.14723186791765563,40.97387788983839,519
0,Clim-4,ccpa,0.16477472002255,40.55023757523525,519
0,Clim-5,ridge,-0.01454971707162378,36.958411092250984,347
0,Clim-5,mlp,0.22518219961118913,32.29805870372051,347
0,Clim-5,ridge_support_only,0.14074778106212305,34.012374786948826,347
0,Clim-5,ridge_refit,-0.0043351969271274715,36.77189117912596,347
0,Clim-5,mlp_finetune,0.3633912093222005,29.276081026820272,347
0,Clim-5,ccpa_no_climate,0.10711762834753025,34.6715892647132,347
0,Clim-5,ccpa,0.22352973675250176,32.33248158112068,347
0,Clim-6,ridge,-2.4953693432270083,103.03801977933861,339
0,Clim-6,mlp,-0.7298152657837929,72.4854484260149,339
0,Clim-6,ridge_support_only,0.11864484730648805,51.7400020021253,339
0,Clim-6,ridge_refit,-1.8034696691340804,92.27815403363898,339
0,Clim-6,mlp_finetune,-0.04650622075643862,56.37958494704562,339
0,Clim-6,ccpa_no_climate,-0.14515535128814294,58.97706698825718,339
0,Clim-6,ccpa,-0.15875680672675618,59.32627989464857,339
0,Clim-7,ridge,-1.554330717143189,48.774333582631876,288
0,Clim-7,mlp,-1.0150037243019545,43.32022541539068,288
0,Clim-7,ridge_support_only,-0.010583808442929499,30.67884103219227,288
0,Clim-7,ridge_refit,-1.3614193245378945,46.89638188908044,288
0,Clim-7,mlp_finetune,-0.9262917678586762,42.35589036865803,288
