held_out_region,method,r2_mean,r2_std,rmse_mean,rmse_std,n_query
Clim-0,ridge,0.2830372461786407,0.0005552014539892909,26.944859232748144,0.020801805957260826,2926
Clim-0,mlp,0.35991317815558405,0.08363219246519608,25.418268508398857,1.629976265006938,2926
Clim-0,ridge_support_only,0.17341998346841742,0.09672237831070561,28.89247059873896,1.6937961762487534,2926
Clim-0,ridge_refit,0.2852741284414441,0.000644635316444637,26.90279535880324,0.0255725256778977,2926
Clim-0,mlp_finetune,0.41416014221809644,0.02669914462494394,24.35183358415719,0.5564201579404993,2926
Clim-0,ccpa_no_climate,0.35217423839939277,0.036541619294985374,25.604922991226527,0.7272464344879598,2926
Clim-0,ccpa,0.37726511590153133,0.03470314583820653,25.10411705933582,0.7054648684524232,2926
Clim-1,ridge,0.22035746391797426,0.0032772230308357876,26.045036587588505,0.09241431227182983,2375
Clim-1,mlp,0.5140642674762412,0.06014056700869244,20.529407852935034,1.2692632522618732,2375
Clim-1,ridge_support_only,0.0032565223066580717,0.44221732760744487,28.87805075871994,6.373546061479404,2375
Clim-1,ridge_refit,0.2243107040510961,0.00461412559448601,25.97889949746167,0.11444493009221153,2375
Clim-1,mlp_finetune,0.5457134647754392,0.03857315106929209,19.866232608680313,0.8281942559736762,2375
Clim-1,ccpa_no_climate,0.3908457237965289,0.04546890718409033,23.00896627305148,0.8477108337916599,2375
Clim-1,ccpa,0.4726111637878324,0.026344592885223086,21.416213233402804,0.5521288103631556,2375
Clim-2,ridge,0.020827370447234705,0.0057938135282628225,33.97285575827322,0.12290137863302636,1054
Clim-2,mlp,0.15361932154121744,0.03974755804724557,31.579936649226617,0.8172248218198448,1054
Clim-2,ridge_support_only,-0.6347348182546552,1.385823879508812,41.62420837338597,15.810810768169961,1054
Clim-2,ridge_refit,0.025294571736995765,0.007197694505714875,33.89517807047041,0.13552296409124118,1054
Clim-2,mlp_finetune,0.21722179187871582,0.031444720045255496,30.371599061845966,0.6701919510073983,1054
Clim-2,ccpa_no_climate,0.03250438345492703,0.09093184456024153,33.74234534129498,1.6352504126749006,1054
Clim-2,ccpa,0.11969919470451036,0.07672959855781906,32.190477228826,1.451345949471949,1054
Clim-3,ridge,0.18979041086884868,0.007377146569518624,27.99627109260137,0.20449999877756878,587
Clim-3,mlp,0.48759001773189387,0.07361716667748537,22.215999379314617,1.5219127446099965,587
Clim-3,ridge_support_only,-0.003473540066765457,0.3980159725467722,30.71956272389923,5.9174438620197005,587
Clim-3,ridge_refit,0.1938895997790445,0.010495851315446508,27.925245282301272,0.25953539221556304,587
Clim-3,mlp_finetune,0.4952802166677488,0.06797208161047699,22.055198893672525,1.426330621966602,587
Clim-3,ccpa_no_climate,0.2315630877848264,0.06301160094622366,27.246498553357384,1.1082535563228246,587
Clim-3,ccpa,0.23928323216033265,0.08801761543847077,27.093954982539607,1.6139428169329095,587
Clim-4,ridge,-0.015605026737288119,0.007683925285427853,44.91038034366702,0.10967283932916151,519
Clim-4,mlp,0.26736252007181804,0.04742696480761131,38.12656508256852,1.1692052929944667,519
Clim-4,ridge_support_only,-0.45249048978723405,1.0534512372953826,51.5576219684051,16.513897994940923,519
Clim-4,ridge_refit,-0.000285219417014515,0.006481721277067935,44.570622746794264,0.15732847834103822,519
Clim-4,mlp_finetune,0.27793106968078407,0.05594142589563131,37.844203276420295,1.3719901016363607,519
Clim-4,ccpa_no_climate,0.11722993761465528,0.03905378796766559,41.86591322124802,1.0772081066955708,519
Clim-4,ccpa,0.17254388199786774,0.037936643604123486,40.52685741020815,0.7997884934542193,519
Clim-5,ridge,0.003279639809996504,0.023539533611475035,36.52308319032736,0.45886576320151085,347
Clim-5,mlp,0.28399340936382717,0.0735183706577324,30.92378841449522,1.6319395127213954,347
Clim-5,ridge_support_only,-0.12639603824216447,0.5294982268170478,38.13865056478507,8.130139131178359,347
Clim-5,ridge_refit,0.01581522609383308,0.019053402328778248,36.29449095849688,0.5012079655678873,347
Clim-5,mlp_finetune,0.3682361334147629,0.09654187940451409,29.01655512614102,2.3118419664924277,347
Clim-5,ccpa_no_climate,0.08197314169779132,0.023878119159236745,35.05331444291998,0.6405419854227791,347
Clim-5,ccpa,0.21554431352797226,0.04571573011290585,32.40262179752743,1.3197846323395128,347
Clim-6,ridge,-2.487151477664555,0.08080333051944842,102.94052306036761,0.70912882654212,339
Clim-6,mlp,-1.1130457813056174,0.6590000357641732,79.36135389184099,12.598269567525342,339
Clim-6,ridge_support_only,0.13087960545688082,0.02627388364880736,51.39173320090521,0.8141754038933657,339
Clim-6,ridge_refit,-1.800538653063961,0.12729518177234486,92.23356848078264,1.7023233142020315,339
Clim-6,mlp_finetune,-0.15527948355650173,0.08934235636860408,59.21654323846322,2.1652874346621585,339
Clim-6,ccpa_no_climate,-0.2107874786431886,0.0684027971373184,60.64784475919593,1.8766632756610007,339
Clim-6,ccpa,-0.182109048448516,0.06233177151716507,59.93070773127873,1.9110959130146483,339
Clim-7,ridge,-1.6443250982604805,0.06543169188578708,48.92863914779836,0.14614920303979778,288
Clim-7,mlp,-0.7880312373496083,0.15320329238870412,40.2180496958985,1.95624114643459,288
Clim-7,ridge_support_only,0.004126298372805648,0.021979733253956142,30.029878076413894,0.43499681207867874,288
Clim-7,ridge_refit,-1.4351228436578185,0.054838338753228175,46.95442707830283,0.1845821761290312,288
Clim-7,mlp_finetune,-0.6244996488969345,0.19140058923411235,38.310036711610486,2.408582495767182,288
Clim-7,ccpa_no_climate,-0.18061088295582922,0.0738228938235125,32.68019293659052,0.8160051158007753,288
Clim-7,ccpa,-0.045523954992446415,0.07710139473608663,30.751292321947496,1.0353129653440651,288
